s_id,a_id,x,y
1695,-32,-2591.61,1901.9
1695,-35,298.65,-595.01
1695,-39,-800.43,202.93
1695,-40,-1623.9,-1324.91
1695,-41,-572.21,-768.28
1695,-42,-2719.56,1552.24
1695,-44,789.84,413.37
1695,-51,-915.55,-305.75
1695,-56,-1689.51,962.6
1695,-60,1354.44,994.88
1695,-62,-1994.74,777.91
1695,-63,2060.85,-3006.33
1695,-64,-945.6,-453.94
1695,-72,-1341.22,-632.15
1695,-81,-2012.53,-2271.62
1695,-83,-527.84,950.8
1695,-84,-2363.49,1220.22
1695,-87,-2990.72,-1181.46
1695,-93,-871.84,-65.33
1695,-98,-1564.81,213.29
1695,-117,2115.66,-2493.16
1695,-128,-2126.83,601.84
1695,-132,-721.85,358.77
1695,-133,-3522.59,2179.31
1695,-148,-3462.92,-796.22
1695,-153,-3651.55,2551.24
1695,-157,-1443.21,972.28
1695,-162,-103.8,-301.29
1695,-164,-1594.27,71.69
1695,-166,-1261.03,1119.92
1701,-1,-2869.4,-621.87
1701,-7,-899.88,-1818.76
1701,-9,-605.27,-269.94
1701,-33,-4326.72,-349.02
1701,-36,-4024.38,-1749.63
1701,-54,-4381.03,1137.4
1701,-59,283.01,-904.3
1701,-86,-1957.62,-272.36
1701,-90,-2683.48,-2252.39
1701,-103,-2044.33,-1872.36
1701,-105,-3675.81,-661.01
1701,-112,755.22,-4319.46
1701,-118,-3692.28,-645.37
1701,-122,-1186.3,-9.62
1701,-129,-1368.82,-543.45
1701,-137,-2696.92,-3484.19
1701,-140,-2428.64,-3313.25
1701,-142,-3335.48,-2826.12
1701,-147,-2784.17,-1840.52
1704,-6,3204.94,32.64
1704,-8,-628.67,3204.2
1704,-11,702.62,4106.86
1704,-22,-1120.52,2850.96
1704,-23,-1144.52,-646.29
1704,-35,-745.45,3424.3
1704,-40,-2668,2694.4
1704,-41,-1616.31,3251.03
1704,-44,-254.26,4432.68
1704,-47,1946.79,115.3
1704,-51,-1959.65,3713.56
1704,-61,2800.31,1403.35
1704,-63,1016.75,1012.98
1704,-64,-1989.7,3565.37
1704,-69,3325.57,-444.9
1704,-72,-2385.32,3387.16
1704,-80,65,-4429.79
1704,-81,-3056.63,1747.68
1704,-93,-1915.94,3953.98
1704,-100,3392.36,2609.33
1704,-109,3033.24,623.85
1704,-117,1071.56,1526.14
1704,-130,-196.44,-1981.41
1704,-149,4063.45,-1693.7
1704,-158,3828.47,1962.61
1704,-159,2432.15,-2165.51
1704,-162,-1147.9,3718.01
1705,-5,605.25,-544.22
1705,-14,1230.1,-1143.39
1705,-15,-1801.42,-526.35
1705,-16,-2030.2,980.24
1705,-28,2465.88,-2954.93
1705,-34,813.72,-331.71
1705,-38,-653.29,-2347.08
1705,-58,2062.84,-3597.71
1705,-66,3391.63,-1990.3
1705,-67,-458.84,-2575.24
1705,-68,463.43,-2302.92
1705,-71,1202.26,-3277.94
1705,-82,-2080.51,1089.54
1705,-88,847.95,-1445.74
1705,-94,4217.24,-1203.12
1705,-95,2403.56,-953.04
1705,-96,-270.53,-2543.66
1705,-99,-873.89,-2366.17
1705,-101,-3431.62,648.79
1705,-119,-804.87,-2398.02
1705,-121,-207.43,-2239.25
1705,-131,45.14,-713.73
1705,-143,-3679.75,349.92
1705,-145,166.15,-2997.2
1705,-149,-3961.63,421.38
1705,-150,-2202.64,3556.29
1705,-151,702.39,-3333.44
1705,-155,-748.4,-1850.14
1705,-156,2143.52,-2379.85
1705,-161,-631.34,-2776.43
1705,-165,2057.2,-3452.71
1707,-23,1296.15,1406.44
1707,-78,-2794.15,773.51
1707,-80,2505.67,-2377.05
1707,-81,-615.95,3800.42
1707,-130,2244.24,71.32
1713,-8,2324.93,-2782.87
1713,-11,3656.22,-1880.22
1713,-22,1833.07,-3136.12
1713,-31,-929.13,-485.17
1713,-32,-682.11,-65.87
1713,-35,2208.14,-2562.78
1713,-39,1109.06,-1764.84
1713,-40,285.6,-3292.68
1713,-41,1337.28,-2736.05
1713,-42,-810.07,-415.53
1713,-44,2699.33,-1554.4
1713,-51,993.95,-2273.52
1713,-52,-2476.06,968.55
1713,-56,219.99,-1005.17
1713,-60,3263.93,-972.88
1713,-62,-85.25,-1189.85
1713,-64,963.9,-2421.71
1713,-72,568.28,-2599.92
1713,-73,-2913.31,1461.75
1713,-75,-2790.87,1640.64
1713,-81,-103.03,-4239.39
1713,-83,1381.65,-1016.97
1713,-84,-453.99,-747.55
1713,-87,-1081.22,-3149.23
1713,-93,1037.66,-2033.1
1713,-98,344.69,-1754.48
1713,-111,-3145.8,1934.75
1713,-112,-1867.9,3097.3
1713,-128,-217.34,-1365.93
1713,-132,1187.64,-1609
1713,-133,-1613.09,211.54
1713,-148,-1553.42,-2763.99
1713,-153,-1742.05,583.47
1713,-157,466.29,-995.48
1713,-162,1805.7,-2269.06
1713,-164,315.22,-1896.08
1713,-166,648.47,-847.84
1714,-5,2297.33,1021.13
1714,-14,2922.18,421.96
1714,-15,-109.34,1039
1714,-16,-338.12,2545.59
1714,-28,4157.96,-1389.58
1714,-34,2505.8,1233.64
1714,-38,1038.8,-781.72
1714,-55,673.09,-2938.51
1714,-58,3754.92,-2032.35
1714,-67,1233.24,-1009.89
1714,-68,2155.51,-737.56
1714,-69,-3007.43,3235.54
1714,-71,2894.35,-1712.59
1714,-82,-388.42,2654.89
1714,-88,2540.03,119.61
1714,-95,4095.65,612.32
1714,-96,1421.56,-978.31
1714,-99,818.2,-800.82
1714,-101,-1739.54,2214.15
1714,-113,309.08,-3380.05
1714,-119,887.21,-832.67
1714,-121,1484.65,-673.9
1714,-131,1737.22,851.63
1714,-143,-1987.67,1915.27
1714,-144,3363.08,-2657
1714,-145,1858.23,-1431.85
1714,-149,-2269.55,1986.73
1714,-151,2394.47,-1768.09
1714,-155,943.68,-284.79
1714,-156,3835.6,-814.49
1714,-159,-3900.84,1514.92
1714,-161,1060.74,-1211.07
1714,-165,3749.28,-1887.36
1716,-4,3956.48,-809.76
1716,-12,2758.75,-212.55
1716,-13,931.37,297.29
1716,-14,-184.23,4240.99
1716,-17,3404.69,-420.05
1716,-28,1051.55,2429.45
1716,-30,2638.81,-404.97
1716,-38,-2067.62,3037.31
1716,-43,2800.12,-202.87
1716,-53,1460.24,291.45
1716,-55,-2433.32,880.52
1716,-58,648.51,1786.68
1716,-66,1977.3,3394.08
1716,-67,-1873.17,2809.14
1716,-68,-950.9,3081.47
1716,-70,3376.4,-594.1
1716,-71,-212.06,2106.44
1716,-77,2448.37,2255.09
1716,-79,891.55,231.11
1716,-88,-566.38,3938.64
1716,-96,-1684.86,2840.72
1716,-97,-84.97,-449.63
1716,-99,-2288.22,3018.21
1716,-113,-2797.33,438.98
1716,-116,3088.01,-338.17
1716,-119,-2219.2,2986.36
1716,-121,-1621.76,3145.13
1716,-124,1394.4,305.23
1716,-134,3731.67,714.77
1716,-141,3567.51,-511.39
1716,-144,256.67,1162.03
1716,-145,-1248.18,2387.18
1716,-151,-711.94,2050.94
1716,-155,-2162.73,3534.24
1716,-156,729.19,3004.54
1716,-161,-2045.67,2607.96
1716,-165,642.87,1931.67
1716,-167,-973.55,-1603.7
1717,-8,2868.84,1429.49
1717,-22,2376.98,1076.24
1717,-23,2352.99,-2421.01
1717,-31,-385.22,3727.19
1717,-32,-138.2,4146.49
1717,-35,2752.06,1649.58
1717,-39,1652.97,2447.52
1717,-40,829.51,919.68
1717,-41,1881.2,1476.31
1717,-42,-266.16,3796.83
1717,-44,3243.24,2657.96
1717,-51,1537.86,1938.84
1717,-56,763.9,3207.19
1717,-62,458.66,3022.51
1717,-64,1507.81,1790.65
1717,-72,1112.19,1612.44
1717,-78,-1737.32,-3053.94
1717,-81,440.88,-27.03
1717,-83,1925.57,3195.39
1717,-84,89.92,3464.81
1717,-87,-537.31,1063.13
1717,-93,1581.57,2179.26
1717,-98,888.6,2457.88
1717,-128,326.57,2846.43
1717,-132,1731.55,2603.36
1717,-148,-1009.51,1448.37
1717,-157,1010.2,3216.88
1717,-162,2349.61,1943.3
1717,-164,859.13,2316.28
1717,-166,1192.38,3364.52
1718,-7,-1234.53,2620.85
1718,-9,-939.92,4169.66
1718,-19,-1566.89,23.59
1718,-21,-1691.18,-219.79
1718,-31,1359.34,-3462.33
1718,-32,1606.36,-3043.02
1718,-42,1478.4,-3392.68
1718,-52,-187.59,-2008.61
1718,-59,-51.64,3535.31
1718,-73,-624.84,-1515.4
1718,-75,-502.4,-1336.51
1718,-84,1834.48,-3724.7
1718,-85,-1882.88,-73.98
1718,-89,-3429.07,-985.19
1718,-90,-3018.13,2187.22
1718,-103,-2378.98,2567.24
1718,-111,-857.33,-1042.4
1718,-112,420.57,120.14
1718,-125,-3314.99,-1123.01
1718,-129,-1703.47,3896.15
1718,-133,675.38,-2765.62
1718,-137,-3031.57,955.42
1718,-140,-2763.29,1126.35
1718,-142,-3670.13,1613.49
1718,-147,-3118.82,2599.09
1718,-153,546.41,-2393.68
1719,-8,2025.41,-1400.72
1719,-11,3356.7,-498.06
1719,-22,1533.55,-1753.96
1719,-31,-1228.65,896.99
1719,-32,-981.63,1316.29
1719,-35,1908.62,-1180.62
1719,-39,809.54,-382.68
1719,-40,-13.92,-1910.52
1719,-41,1037.76,-1353.89
1719,-42,-1109.59,966.63
1719,-44,2399.81,-172.24
1719,-51,694.43,-891.36
1719,-52,-2775.58,2350.71
1719,-56,-79.53,376.99
1719,-60,2964.41,409.27
1719,-62,-384.77,192.3
1719,-64,664.38,-1039.55
1719,-72,268.76,-1217.76
1719,-73,-3212.83,2843.91
1719,-75,-3090.39,3022.8
1719,-81,-402.55,-2857.23
1719,-83,1082.13,365.19
1719,-84,-753.51,634.61
1719,-87,-1380.74,-1767.07
1719,-93,738.14,-650.94
1719,-98,45.17,-372.32
1719,-128,-516.86,16.23
1719,-132,888.12,-226.84
1719,-133,-1912.61,1593.69
1719,-148,-1852.94,-1381.83
1719,-153,-2041.57,1965.63
1719,-157,166.77,386.67
1719,-162,1506.17,-886.9
1719,-164,15.7,-513.92
1719,-166,348.95,534.31
1720,-3,2179.53,3506.68
1720,-6,313.73,1454.12
1720,-15,3332.46,-1219.95
1720,-16,3103.67,286.63
1720,-23,-4035.73,775.18
1720,-47,-944.42,1536.78
1720,-61,-90.9,2824.83
1720,-63,-1874.46,2434.46
1720,-69,434.37,976.58
1720,-80,-2826.21,-3008.31
1720,-82,3053.37,395.94
1720,-91,2342.89,3016.06
1720,-100,501.16,4030.81
1720,-101,1702.25,-44.81
1720,-102,1867.9,4035.41
1720,-104,1499.79,3735.89
1720,-106,2416.18,3381.35
1720,-109,142.03,2045.33
1720,-117,-1819.65,2947.62
1720,-130,-3087.64,-559.94
1720,-139,1330.33,3892.13
1720,-143,1454.12,-343.68
1720,-149,1172.25,-272.22
1720,-150,2931.24,2862.69
1720,-158,937.27,3384.09
1720,-159,-459.05,-744.03
1720,-163,1711.29,3382.91
1725,-6,1285.92,1365.05
1725,-15,4304.65,-1309.02
1725,-16,4075.87,197.57
1725,-23,-3063.53,686.12
1725,-47,27.78,1447.71
1725,-61,881.3,2735.77
1725,-63,-902.27,2345.39
1725,-69,1406.56,887.51
1725,-80,-1854.02,-3097.38
1725,-82,4025.56,306.87
1725,-91,3315.09,2927
1725,-100,1473.35,3941.74
1725,-101,2674.45,-133.87
1725,-104,2471.99,3646.83
1725,-109,1114.23,1956.27
1725,-117,-847.45,2858.56
1725,-130,-2115.45,-649
1725,-139,2302.53,3803.06
1725,-143,2426.32,-432.75
1725,-149,2144.44,-361.29
1725,-158,1909.46,3295.02
1725,-159,513.14,-833.1
1725,-163,2683.48,3293.85
1728,-5,2123.53,1458.32
1728,-14,2748.38,859.14
1728,-15,-283.14,1476.19
1728,-16,-511.92,2982.77
1728,-28,3984.16,-952.39
1728,-34,2332,1670.83
1728,-38,864.99,-344.54
1728,-55,499.29,-2501.32
1728,-58,3581.12,-1595.17
1728,-67,1059.44,-572.7
1728,-68,1981.71,-300.38
1728,-71,2720.55,-1275.4
1728,-82,-562.22,3092.08
1728,-88,2366.23,556.8
1728,-95,3921.84,1049.5
1728,-96,1247.76,-541.13
1728,-99,644.39,-363.63
1728,-101,-1913.34,2651.33
1728,-113,135.28,-2942.86
1728,-119,713.41,-395.48
1728,-121,1310.85,-236.71
1728,-131,1563.42,1288.81
1728,-143,-2161.47,2352.46
1728,-144,3189.28,-2219.82
1728,-145,1684.43,-994.66
1728,-149,-2443.35,2423.92
1728,-151,2220.67,-1330.9
1728,-155,769.88,152.4
1728,-156,3661.8,-377.31
1728,-159,-4074.65,1952.11
1728,-161,886.94,-773.89
1728,-165,3575.48,-1450.17
1729,-1,3751.6,-2008.74
1729,-2,1845.42,-2261.42
1729,-10,1911.9,-2181.13
1729,-18,428.83,-32.57
1729,-20,2168.02,-2796.3
1729,-25,958.57,-519.53
1729,-26,1132.28,-1005.8
1729,-27,920.55,-347.26
1729,-29,1398.75,-809.33
1729,-33,2294.29,-1735.89
1729,-36,2596.62,-3136.51
1729,-46,1828.41,-534.28
1729,-49,1323.68,-638.6
1729,-54,2239.98,-249.48
1729,-65,1482.55,-733.36
1729,-76,-1242.13,1226.78
1729,-92,1944.92,-2191.28
1729,-105,2945.19,-2047.88
1729,-107,-1328.65,532.46
1729,-108,1094.25,-137.6
1729,-110,-1094.38,916.88
1729,-118,2928.73,-2032.25
1729,-120,-985.2,454.48
1729,-123,239.98,871.21
1729,-136,1342.33,391.51
1729,-138,-2426.95,1591.67
1729,-152,-1740.58,1557.02
1731,-45,-1909.1,397.54
1731,-57,-1986.03,310.62
1731,-74,-1605.96,123.17
1731,-76,1795.99,-1755.67
1731,-107,1709.48,-2449.99
1731,-110,1943.74,-2065.57
1731,-114,-1249.96,-548.02
1731,-115,-2898.57,1530.51
1731,-120,2052.93,-2527.97
1731,-123,3278.1,-2111.24
1731,-126,-1985.73,515.83
1731,-135,-2112.27,609.85
1731,-138,611.17,-1390.79
1731,-146,-1818.34,407.18
1731,-152,1297.54,-1425.43
1731,-160,-1483.13,-294.78
1732,-6,3043.81,1344.69
1732,-22,-1281.65,4163.01
1732,-23,-1305.65,665.75
1732,-47,1785.66,1427.35
1732,-61,2639.18,2715.4
1732,-63,855.62,2325.03
1732,-69,3164.45,867.15
1732,-80,-96.13,-3117.74
1732,-81,-3217.75,3059.73
1732,-101,4432.34,-154.24
1732,-109,2872.11,1935.9
1732,-117,910.43,2838.19
1732,-130,-357.56,-669.36
1732,-143,4184.2,-453.11
1732,-149,3902.33,-381.65
1732,-159,2271.03,-853.46
1739,-1,-1158.68,398.64
1739,-2,-3064.86,145.96
1739,-7,810.85,-798.25
1739,-9,1105.46,750.56
1739,-10,-2998.37,226.25
1739,-19,478.49,-3395.5
1739,-20,-2742.26,-388.92
1739,-21,354.2,-3638.89
1739,-25,-3951.71,1887.85
1739,-26,-3777.99,1401.58
1739,-27,-3989.73,2060.12
1739,-29,-3511.52,1598.05
1739,-33,-2615.99,671.49
1739,-36,-2313.65,-729.13
1739,-46,-3081.86,1873.1
1739,-49,-3586.6,1768.78
1739,-54,-2670.3,2157.9
1739,-59,1993.73,116.21
1739,-65,-3427.73,1674.02
1739,-85,162.5,-3493.07
1739,-86,-246.89,748.15
1739,-90,-972.75,-1231.88
1739,-92,-2965.36,216.1
1739,-103,-333.61,-851.86
1739,-105,-1965.08,359.5
1739,-108,-3816.02,2269.78
1739,-112,2465.94,-3298.96
1739,-118,-1981.55,375.13
1739,-122,524.43,1010.88
1739,-129,341.9,477.05
1739,-136,-3567.94,2798.89
1739,-137,-986.19,-2463.68
1739,-140,-717.92,-2292.74
1739,-142,-1624.75,-1805.61
1739,-147,-1073.45,-820.01
1740,-1,-2542.78,3372.8
1740,-7,-573.25,2175.92
1740,-9,-278.64,3724.73
1740,-19,-905.61,-421.34
1740,-21,-1029.9,-664.72
1740,-31,2020.62,-3907.26
1740,-32,2267.63,-3487.95
1740,-36,-3697.75,2245.04
1740,-42,2139.68,-3837.62
1740,-52,473.68,-2453.54
1740,-59,609.63,3090.38
1740,-73,36.44,-1960.34
1740,-75,158.88,-1781.45
1740,-85,-1221.6,-518.91
1740,-86,-1630.99,3722.32
1740,-89,-2767.8,-1430.12
1740,-90,-2356.85,1742.28
1740,-103,-1717.71,2122.31
1740,-111,-196.05,-1487.34
1740,-112,1081.84,-324.79
1740,-122,-859.67,3985.05
1740,-125,-2653.72,-1567.94
1740,-129,-1042.2,3451.22
1740,-133,1336.65,-3210.55
1740,-137,-2370.29,510.48
1740,-140,-2102.02,681.42
1740,-142,-3008.85,1168.55
1740,-147,-2457.55,2154.15
1740,-153,1207.69,-2838.62
1742,-3,2733.44,3367.53
1742,-6,867.63,1314.97
1742,-15,3886.36,-1359.1
1742,-16,3657.58,147.48
1742,-23,-3481.82,636.03
1742,-47,-390.52,1397.63
1742,-61,463.01,2685.68
1742,-63,-1320.56,2295.31
1742,-69,988.27,837.43
1742,-80,-2272.31,-3147.46
1742,-82,3607.27,256.79
1742,-91,2896.8,2876.91
1742,-100,1055.06,3891.66
1742,-101,2256.16,-183.96
1742,-104,2053.7,3596.74
1742,-106,2970.09,3242.2
1742,-109,695.93,1906.18
1742,-117,-1265.74,2808.47
1742,-130,-2533.74,-699.08
1742,-139,1884.23,3752.98
1742,-143,2008.03,-482.83
1742,-149,1726.15,-411.37
1742,-150,3485.14,2723.54
1742,-158,1491.17,3244.94
1742,-159,94.85,-883.18
1742,-163,2265.19,3243.77
1743,-5,-940.99,2813.33
1743,-12,2626.84,-2239.38
1743,-13,799.46,-1729.54
1743,-14,-316.14,2214.16
1743,-15,-3347.65,2831.21
1743,-17,3272.78,-2446.88
1743,-28,919.64,402.62
1743,-30,2506.9,-2431.8
1743,-34,-732.52,3025.84
1743,-38,-2199.52,1010.48
1743,-43,2668.21,-2229.7
1743,-53,1328.33,-1735.37
1743,-55,-2565.23,-1146.31
1743,-58,516.6,-240.15
1743,-66,1845.4,1367.26
1743,-67,-2005.07,782.32
1743,-68,-1082.8,1054.64
1743,-70,3244.49,-2620.93
1743,-71,-343.97,79.62
1743,-77,2316.46,228.27
1743,-79,759.64,-1795.71
1743,-88,-698.29,1911.81
1743,-94,2671,2154.43
1743,-95,857.33,2404.52
1743,-96,-1816.76,813.89
1743,-97,-216.88,-2476.46
1743,-99,-2420.12,991.39
1743,-113,-2929.24,-1587.84
1743,-116,2956.11,-2365
1743,-119,-2351.11,959.53
1743,-121,-1753.67,1118.31
1743,-124,1262.49,-1721.6
1743,-131,-1501.09,2643.83
1743,-134,3599.77,-1312.06
1743,-141,3435.6,-2538.22
1743,-144,124.76,-864.8
1743,-145,-1380.09,360.36
1743,-151,-843.84,24.11
1743,-155,-2294.64,1507.41
1743,-156,597.28,977.71
1743,-161,-2177.58,581.13
1743,-165,510.96,-95.15
1743,-167,-1105.45,-3630.53
1746,-18,3612.68,-2561.91
1746,-45,-1763.37,850.66
1746,-57,-1840.3,763.74
1746,-74,-1460.24,576.29
1746,-76,1941.72,-1302.55
1746,-107,1855.2,-1996.87
1746,-110,2089.47,-1612.45
1746,-114,-1104.24,-94.9
1746,-115,-2752.85,1983.63
1746,-120,2198.65,-2074.85
1746,-123,3423.82,-1658.12
1746,-126,-1840.01,968.95
1746,-135,-1966.55,1062.98
1746,-138,756.89,-937.67
1746,-146,-1672.61,860.3
1746,-152,1443.26,-972.31
1746,-160,-1337.41,158.34
1747,-3,1968.16,-984.76
1747,-6,102.36,-3037.32
1747,-8,-3731.25,134.24
1747,-11,-2399.95,1036.9
1747,-22,-4223.1,-219
1747,-35,-3848.03,354.34
1747,-44,-3356.84,1362.72
1747,-47,-1155.79,-2954.66
1747,-48,560.04,414.39
1747,-50,1862.32,171.65
1747,-60,-2792.24,1944.23
1747,-61,-302.27,-1666.61
1747,-63,-2085.83,-2056.98
1747,-69,223,-3514.86
1747,-91,2131.52,-1475.38
1747,-100,289.79,-460.63
1747,-102,1656.53,-456.03
1747,-104,1288.42,-755.54
1747,-106,2204.81,-1110.09
1747,-109,-69.34,-2446.11
1747,-117,-2031.02,-1543.82
1747,-127,713.02,697.66
1747,-139,1118.96,-599.31
1747,-150,2719.87,-1628.75
1747,-154,2322.62,145
1747,-158,725.89,-1107.35
1747,-162,-4250.48,648.05
1747,-163,1499.92,-1108.52
1748,-6,-627.3,3744.3
1748,-15,2391.43,1070.23
1748,-16,2162.65,2576.81
1748,-38,3539.56,-750.5
1748,-47,-1885.44,3826.95
1748,-55,3173.86,-2907.29
1748,-67,3734.01,-978.66
1748,-69,-506.66,3266.76
1748,-80,-3767.24,-718.13
1748,-82,2112.34,2686.12
1748,-96,3922.32,-947.09
1748,-99,3318.96,-769.59
1748,-101,761.23,2245.37
1748,-109,-798.99,4335.51
1748,-113,2809.84,-3348.82
1748,-119,3387.98,-801.45
1748,-121,3985.42,-642.67
1748,-130,-4028.67,1730.24
1748,-131,4237.99,882.85
1748,-143,513.1,1946.49
1748,-149,231.22,2017.95
1748,-155,3444.45,-253.57
1748,-159,-1400.08,1546.14
1748,-161,3561.51,-1179.85
1750,-1,-2743.61,318.77
1750,-7,-774.08,-878.12
1750,-9,-479.47,670.7
1750,-19,-1106.44,-3475.37
1750,-20,-4327.19,-468.79
1750,-21,-1230.74,-3718.75
1750,-33,-4200.92,591.62
1750,-36,-3898.58,-808.99
1750,-59,408.8,36.34
1750,-85,-1422.43,-3572.94
1750,-86,-1831.83,668.29
1750,-90,-2557.69,-1311.75
1750,-92,-4550.29,136.23
1750,-103,-1918.54,-931.72
1750,-105,-3550.02,279.63
1750,-112,881.01,-3378.82
1750,-118,-3566.48,295.27
1750,-122,-1060.5,931.02
1750,-129,-1243.03,397.19
1750,-137,-2571.13,-2543.55
1750,-140,-2302.85,-2372.61
1750,-142,-3209.69,-1885.48
1750,-147,-2658.38,-899.88
1751,-3,2058.51,-1433.46
1751,-6,192.71,-3486.02
1751,-8,-3640.9,-314.46
1751,-11,-2309.6,588.2
1751,-22,-4132.75,-667.71
1751,-35,-3757.68,-94.37
1751,-44,-3266.49,914.02
1751,-47,-1065.44,-3403.37
1751,-48,650.39,-34.32
1751,-50,1952.67,-277.05
1751,-60,-2701.89,1495.53
1751,-61,-211.92,-2115.31
1751,-63,-1995.48,-2505.68
1751,-69,313.35,-3963.56
1751,-91,2221.88,-1924.08
1751,-100,380.14,-909.33
1751,-102,1746.88,-904.73
1751,-104,1378.77,-1204.25
1751,-106,2295.16,-1558.8
1751,-109,21.01,-2894.81
1751,-117,-1940.67,-1992.52
1751,-127,803.37,248.96
1751,-139,1209.31,-1048.02
1751,-150,2810.22,-2077.45
1751,-154,2412.97,-303.7
1751,-158,816.25,-1556.05
1751,-162,-4160.13,199.35
1751,-163,1590.27,-1557.23
1752,-19,-765.11,2751.39
1752,-21,-889.4,2508
1752,-31,2161.12,-734.53
1752,-32,2408.13,-315.23
1752,-42,2280.18,-664.89
1752,-52,614.19,719.18
1752,-56,3310.23,-1254.53
1752,-62,3005,-1439.22
1752,-73,176.94,1212.39
1752,-75,299.38,1391.28
1752,-84,2636.26,-996.91
1752,-85,-1081.1,2653.82
1752,-87,2009.03,-3398.59
1752,-89,-2627.29,1742.6
1752,-98,3434.94,-2003.84
1752,-111,-55.55,1685.39
1752,-112,1222.35,2847.94
1752,-125,-2513.21,1604.78
1752,-128,2872.91,-1615.29
1752,-133,1477.16,-37.83
1752,-137,-2229.79,3683.21
1752,-140,-1961.51,3854.15
1752,-148,1536.83,-3013.35
1752,-153,1348.19,334.11
1752,-157,3556.54,-1244.85
1752,-164,3405.47,-2145.44
1752,-166,3738.72,-1097.21
1756,-18,1057.63,-1848.06
1756,-25,1587.37,-2335.02
1756,-26,1761.08,-2821.29
1756,-27,1549.35,-2162.74
1756,-29,2027.56,-2624.81
1756,-46,2457.22,-2349.77
1756,-49,1952.48,-2454.08
1756,-54,2868.78,-2064.96
1756,-65,2111.35,-2548.84
1756,-74,-4015.28,1290.13
1756,-76,-613.33,-588.7
1756,-107,-699.84,-1283.03
1756,-108,1723.06,-1953.08
1756,-110,-465.58,-898.6
1756,-114,-3659.28,618.95
1756,-120,-356.39,-1361
1756,-123,868.78,-944.27
1756,-136,1971.13,-1423.98
1756,-138,-1798.15,-223.82
1756,-146,-4227.66,1574.14
1756,-152,-1111.78,-258.47
1756,-160,-3892.45,872.19
1757,-1,-859.08,-970.85
1757,-2,-2765.26,-1223.53
1757,-7,1110.45,-2167.74
1757,-9,1405.06,-618.92
1757,-10,-2698.77,-1143.24
1757,-18,-4181.84,1005.32
1757,-20,-2442.66,-1758.41
1757,-25,-3652.11,518.36
1757,-26,-3478.39,32.09
1757,-27,-3690.13,690.64
1757,-29,-3211.92,228.57
1757,-33,-2316.39,-698
1757,-36,-2014.05,-2098.61
1757,-46,-2782.26,503.61
1757,-49,-3287,399.3
1757,-54,-2370.7,788.42
1757,-59,2293.33,-1253.28
1757,-65,-3128.13,304.54
1757,-86,52.71,-621.34
1757,-90,-673.15,-2601.37
1757,-92,-2665.76,-1153.39
1757,-103,-34.01,-2221.34
1757,-105,-1665.48,-1009.99
1757,-108,-3516.42,900.3
1757,-118,-1681.95,-994.35
1757,-122,824.03,-358.6
1757,-129,641.5,-892.43
1757,-136,-3268.34,1429.4
1757,-137,-686.59,-3833.17
1757,-140,-418.32,-3662.23
1757,-142,-1325.15,-3175.1
1757,-147,-773.85,-2189.5
1762,-3,2853.95,-2494.9
1762,-8,-2845.46,-1375.9
1762,-11,-1514.17,-473.24
1762,-22,-3337.31,-1729.15
1762,-35,-2962.24,-1155.81
1762,-39,-4061.33,-357.87
1762,-41,-3833.1,-1329.08
1762,-44,-2471.06,-147.42
1762,-47,-270,-4464.8
1762,-48,1445.83,-1095.75
1762,-50,2748.11,-1338.49
1762,-51,-4176.44,-866.54
1762,-60,-1906.46,434.09
1762,-61,583.52,-3176.75
1762,-63,-1200.05,-3567.12
1762,-64,-4206.49,-1014.74
1762,-83,-3788.73,390
1762,-91,3017.31,-2985.52
1762,-93,-4132.73,-626.12
1762,-100,1175.57,-1970.77
1762,-102,2542.31,-1966.17
1762,-104,2174.21,-2265.69
1762,-106,3090.6,-2620.24
1762,-109,816.44,-3956.25
1762,-117,-1145.23,-3053.96
1762,-127,1598.81,-812.48
1762,-132,-3982.74,-202.03
1762,-139,2004.74,-2109.45
1762,-154,3208.41,-1365.14
1762,-158,1611.68,-2617.49
1762,-162,-3364.69,-862.09
1762,-163,2385.7,-2618.67
1762,-166,-4521.92,559.13
1764,-3,1533.04,-2175.21
1764,-6,-332.77,-4227.78
1764,-8,-4166.37,-1056.22
1764,-11,-2835.08,-153.56
1764,-35,-4283.15,-836.12
1764,-44,-3791.96,172.26
1764,-47,-1590.91,-4145.12
1764,-48,124.92,-776.07
1764,-50,1427.2,-1018.81
1764,-60,-3227.37,753.77
1764,-61,-737.39,-2857.06
1764,-63,-2520.96,-3247.44
1764,-91,1696.4,-2665.83
1764,-100,-145.34,-1651.09
1764,-102,1221.4,-1646.49
1764,-104,853.3,-1946
1764,-106,1769.69,-2300.55
1764,-109,-504.46,-3636.56
1764,-117,-2466.14,-2734.27
1764,-127,277.9,-492.8
1764,-139,683.84,-1789.77
1764,-150,2284.74,-2819.21
1764,-154,1887.5,-1045.46
1764,-158,290.77,-2297.81
1764,-163,1064.79,-2298.98
1766,-7,-1992.08,1395.1
1766,-9,-1697.47,2943.91
1766,-19,-2324.44,-1202.15
1766,-21,-2448.73,-1445.54
1766,-32,848.8,-4268.77
1766,-52,-945.15,-3234.36
1766,-59,-809.2,2309.56
1766,-73,-1382.39,-2741.15
1766,-75,-1259.95,-2562.26
1766,-85,-2640.43,-1299.72
1766,-86,-3049.82,2941.5
1766,-90,-3775.68,961.47
1766,-103,-3136.54,1341.49
